Student_ID,Name,Program,Year,Email
S1442,Haley Martinez,Business Analytics,2nd,lisa71@example.com
S1443,Terry Boyer,Data Science,3rd,bhart@example.com
S1444,Jaclyn Espinoza,Engineering,1st,jasongarcia@example.org
S1445,Melissa Wallace,Data Science,3rd,todom@example.org
S1446,Daniel Cook,Computer Science,4th,joshuahenderson@example.org
S1447,Elijah Fernandez,Computer Science,2nd,boonemark@example.org
S1448,Susan Jacobs,Computer Science,4th,megangreen@example.com
S1449,Richard Boyd,Business Analytics,1st,martinaustin@example.com
S1450,Mindy Garcia,Data Science,3rd,gsmith@example.net
S1451,Christopher Robinson,Business Analytics,4th,xstewart@example.org
S1452,David Frank,Data Science,3rd,glasssteven@example.com
S1453,Tammy Walker MD,Data Science,4th,brianmyers@example.org
S1454,Ashley Newton,Data Science,4th,kmorris@example.com
S1455,Mr. Michael Gutierrez,Engineering,2nd,reynoldstom@example.com
S1456,Ryan Mejia,Data Science,2nd,kendrahall@example.com
S1457,Jeremy Green,Business Analytics,1st,kayla19@example.org
S1458,Stacey Williams,Data Science,3rd,jenningsbrian@example.org
S1459,David Kirk,Business Analytics,2nd,mitchell35@example.org
S1460,Megan Jackson,Engineering,2nd,stonekatherine@example.org
S1461,Ronald Gallegos,Business Analytics,3rd,jason92@example.org
S1462,Jesus Smith,Computer Science,2nd,pgrant@example.org
S1463,Jeffrey Lambert,Computer Science,1st,ujenkins@example.org
S1464,Julie Lam,Business Analytics,1st,floresstacy@example.net
S1465,Kaitlyn Nolan,Engineering,4th,carterjeffrey@example.com
S1466,Andrew Williams,Engineering,3rd,johnspencer@example.org
S1467,John Ryan,Computer Science,3rd,adavis@example.com
S1468,John Rodriguez,Engineering,1st,jaimemcclure@example.org
S1469,Sydney Barrett,Data Science,1st,vgilbert@example.net
S1470,Sergio Reynolds,Data Science,3rd,coreybuchanan@example.com
S1471,Christopher Garcia,Business Analytics,3rd,ramirezcatherine@example.org
S1472,Glenn Walls,Data Science,2nd,jerrywhite@example.com
S1473,Kevin White,Engineering,1st,francischelsea@example.net
S1474,Pamela Mercado,Business Analytics,2nd,ypatel@example.net
S1475,Brad Watts,Computer Science,2nd,nicholas25@example.org
S1476,Kim Vega,Data Science,4th,gwhite@example.net
S1477,Carlos Ramos,Business Analytics,2nd,chelseagallegos@example.net
S1478,Debra Roberts,Engineering,1st,jeremy27@example.org
S1479,Brianna Wyatt,Computer Science,3rd,shawn04@example.net
S1480,Alexis Hunt,Engineering,1st,mcgeetracy@example.net
S1481,Stephanie Reyes,Data Science,2nd,patriciaalvarez@example.net
S1482,Andrew Moore,Engineering,1st,louiskey@example.com
S1483,Sandra Castillo,Engineering,3rd,kylefrazier@example.org
S1484,Samantha Edwards,Data Science,2nd,julie79@example.net
S1485,Timothy Taylor,Computer Science,2nd,omeyers@example.net
S1486,Rhonda Wilson,Computer Science,4th,ryanbeck@example.net
S1487,Lisa Taylor,Engineering,2nd,vriggs@example.net
S1488,Sarah Franklin,Data Science,1st,allisonnancy@example.com
S1489,Selena Young,Business Analytics,3rd,john38@example.com
S1490,David Delgado,Data Science,4th,dean90@example.net
S1491,Jacob Dorsey,Computer Science,1st,caseyraymond@example.org
S1492,Colin Vasquez,Computer Science,4th,michael22@example.com
S1493,Jerry Reid,Engineering,4th,amber66@example.org
S1494,Sean Simmons,Engineering,1st,carlreed@example.org
S1495,Jacob Stanley,Business Analytics,4th,storres@example.com
S1496,Cynthia Gonzalez,Computer Science,2nd,margaret10@example.com
S1497,Cynthia Maldonado,Business Analytics,3rd,brenda61@example.com
S1498,Dr. Lauren Mack,Engineering,2nd,raymond27@example.com
S1499,Luis Harrington,Data Science,2nd,harveyjohn@example.com
S1500,Susan Montgomery,Engineering,4th,amy62@example.org
S1501,Lori Williams,Data Science,3rd,powelljames@example.com
S1502,Micheal Sanchez,Computer Science,4th,bensonwilliam@example.net
S1503,Patricia Burton,Computer Science,3rd,rachael43@example.org
S1504,Adam Peterson,Engineering,2nd,brett66@example.com
S1505,Morgan Keller,Data Science,1st,abigail46@example.net
S1506,Tammy Torres,Data Science,1st,caindenise@example.net
S1507,Antonio Yang,Business Analytics,2nd,amy63@example.org
S1508,John Murphy,Engineering,2nd,ocalderon@example.net
S1509,Anthony Moreno,Business Analytics,2nd,willisemily@example.org
S1510,Eduardo Bailey,Data Science,3rd,uestrada@example.org
S1511,Emily Reeves,Business Analytics,4th,umartin@example.net
S1512,Alan Bowen,Engineering,4th,smorris@example.org
S1513,Karen Horton,Engineering,3rd,morganedwards@example.com
S1514,Kyle Randall,Business Analytics,4th,zachary43@example.com
S1515,Megan Bell,Engineering,2nd,okennedy@example.net
S1516,Jasmine Thompson,Business Analytics,3rd,scottmartinez@example.net
S1517,Ruth Vega,Engineering,2nd,johnsonmargaret@example.org
S1518,Connie Scott,Data Science,3rd,susanwilcox@example.net
S1519,Ruben Griffin,Business Analytics,3rd,baileyross@example.org
S1520,Thomas Powell,Engineering,2nd,cbartlett@example.org
S1521,Adrienne Carr,Engineering,2nd,sarah81@example.com
S1522,Katie Cox DDS,Computer Science,1st,cameronwilliams@example.org
S1523,Lisa Davis,Computer Science,2nd,fthomas@example.com
S1524,Monica Lopez,Engineering,4th,elizabethsmith@example.org
S1525,Sabrina Cameron,Engineering,1st,stonechris@example.org
S1526,Jordan Hodge,Business Analytics,2nd,maria26@example.com
S1527,Scott Roberson,Data Science,1st,kleindiana@example.net
S1528,Julie Diaz,Engineering,2nd,sara27@example.org
S1529,Susan Lee,Data Science,2nd,donnaalvarado@example.net
S1530,Peter Armstrong,Data Science,2nd,lheath@example.org
S1531,Michelle Mahoney,Data Science,2nd,ejackson@example.net
S1532,Jason Park,Engineering,2nd,zflores@example.org
S1533,Eric Montgomery,Computer Science,4th,christopherthornton@example.com
S1534,Michael Williams,Data Science,2nd,christophermolina@example.org
S1535,Stacy Ramsey,Computer Science,2nd,stephanie45@example.net
S1536,Jesse Williams,Engineering,1st,browntyler@example.org
S1537,Chris Bailey,Engineering,2nd,frankfranklin@example.org
S1538,Amy Bolton,Data Science,3rd,whiterachel@example.org
S1539,Emily Dean,Data Science,1st,katie20@example.org
S1540,Kimberly Ingram,Engineering,1st,tscott@example.net
S1541,John Jones,Computer Science,2nd,vincent87@example.net
S1542,Matthew Matthews,Business Analytics,2nd,shanecontreras@example.com
S1543,Christopher Young,Data Science,4th,estradalaura@example.org
S1544,Sharon Berg DDS,Computer Science,1st,whernandez@example.net
S1545,Lucas Woodard,Computer Science,3rd,vvelez@example.com
S1546,Melissa Price,Computer Science,2nd,scott63@example.com
S1547,Marcus Lee,Business Analytics,3rd,williamsadam@example.net
S1548,Jon Jackson,Business Analytics,1st,kennedylauren@example.net
S1549,Patricia Mendez,Computer Science,4th,snicholson@example.org
S1550,Kelly Sloan,Computer Science,1st,josechen@example.org
S1551,Michelle Miller,Business Analytics,2nd,rodriguezamanda@example.org
S1552,Douglas Hoffman,Data Science,4th,nhull@example.org
S1553,Lindsey Mckee,Data Science,2nd,ericcharles@example.net
S1554,Alan Swanson,Data Science,2nd,ygrimes@example.net
S1555,Shane Huber,Data Science,4th,andersenpatrick@example.org
S1556,Dalton Pham,Computer Science,3rd,mford@example.org
S1557,Sydney Moore,Business Analytics,4th,andrew88@example.net
S1558,Andrew Cain,Business Analytics,1st,katelynwilson@example.org
S1559,Brian Hoffman,Data Science,3rd,tuckerkevin@example.org
S1560,Lisa Gutierrez,Engineering,2nd,kevinmaldonado@example.org
S1561,Kathleen Johnson,Computer Science,1st,dnavarro@example.org
S1562,George Roberts,Engineering,3rd,mgarza@example.net
S1563,Andrew Barker,Business Analytics,3rd,jennifer72@example.com
S1564,Robert French,Computer Science,1st,lowerysherri@example.net
S1565,Barbara Thomas,Data Science,1st,reynoldsrobert@example.com
S1566,Kathryn Perry,Data Science,2nd,williamespinoza@example.org
S1567,Tracey Ellis,Computer Science,3rd,scottashley@example.org
S1568,Ashley Hampton,Business Analytics,4th,potterlogan@example.org
S1569,Debra Baldwin,Data Science,2nd,andrew23@example.com
S1570,Michael Fuentes,Data Science,4th,nicholsonkyle@example.com
S1571,Larry Ewing,Computer Science,4th,hernandezbarbara@example.com
S1572,Richard Ramirez,Computer Science,4th,valentinemichael@example.com
S1573,Mrs. Samantha Tucker,Engineering,4th,thunter@example.com
S1574,Raymond Patel,Data Science,3rd,scottcastillo@example.net
S1575,Jennifer Davis,Engineering,2nd,barrettroy@example.com
S1576,Kimberly Russell,Data Science,4th,curtis64@example.org
S1577,Carlos Leonard,Computer Science,1st,martintyler@example.com
S1578,Breanna White,Business Analytics,4th,johnsonjacob@example.org
S1579,Teresa Reed,Engineering,4th,mayjeanette@example.net
S1580,Kirsten Gould,Data Science,3rd,zunigamonique@example.net
S1581,Howard Brown,Business Analytics,4th,palmersteven@example.net
S1582,Denise Hodges,Business Analytics,4th,kimberly50@example.com
S1583,Stephanie Phillips,Data Science,4th,jacobrice@example.org
S1584,Matthew Wood,Engineering,2nd,zsalazar@example.org
S1585,Seth Rice,Engineering,3rd,martin72@example.org
S1586,Lisa Anderson,Data Science,2nd,bryantstephanie@example.net
S1587,Jared Collins,Business Analytics,2nd,johnnyflores@example.net
S1588,Elizabeth Strong,Computer Science,3rd,curtislong@example.com
S1589,Curtis Higgins,Data Science,1st,oruiz@example.com
S1590,Cynthia Peterson,Computer Science,2nd,kevin24@example.org
S1591,Martin Miller,Computer Science,1st,travisevans@example.net
S1592,Debbie Lopez,Computer Science,3rd,diane22@example.org
S1593,Emily Shelton,Data Science,1st,katherine68@example.org
S1594,Christina Zamora,Computer Science,2nd,aprilstout@example.com
S1595,Lisa Smith,Business Analytics,1st,christopher54@example.net
S1596,Stacy Sanchez,Computer Science,2nd,garymarshall@example.com
S1597,Joseph Edwards,Business Analytics,3rd,robinsonemily@example.org
S1598,Christopher Collins,Engineering,3rd,jay51@example.org
S1599,Mr. Shane Roberson DDS,Business Analytics,2nd,grimesmaurice@example.com
S1600,Tina Webb DVM,Computer Science,1st,kaitlyn02@example.net
S1601,Dylan Caldwell,Data Science,1st,alishabell@example.net
S1602,Joe Ramirez,Data Science,3rd,esmith@example.net
S1603,James Gould,Computer Science,4th,evanhernandez@example.net
S1604,Scott Jones,Data Science,4th,lorraine51@example.com
S1605,Tamara Edwards,Engineering,4th,scottlatoya@example.com
S1606,Chad Hall,Engineering,3rd,anthonyhall@example.net
S1607,Christina Sanchez,Business Analytics,2nd,rosschristine@example.org
S1608,Diane Bowman,Computer Science,2nd,robertmeadows@example.net
S1609,Kathryn Pearson,Data Science,4th,brendalarson@example.org
S1610,Emily Robinson,Computer Science,1st,shawmaria@example.com
S1611,Michael Bowman,Computer Science,3rd,rossdebra@example.org
S1612,Laurie Spencer,Business Analytics,3rd,matthewlarsen@example.com
S1613,Nicholas Todd,Data Science,2nd,monique23@example.com
S1614,Eric Simmons,Engineering,4th,riosandrea@example.com
S1615,Melissa Jensen,Computer Science,4th,wfrench@example.net
S1616,Courtney Bowers,Engineering,4th,smithjuan@example.com
S1617,Marisa Cruz,Data Science,3rd,lindatucker@example.net
S1618,Jessica Thomas,Computer Science,4th,jdavis@example.com
S1619,Robert Jones,Business Analytics,2nd,oparsons@example.net
S1620,Glenn Allen,Computer Science,3rd,obryant@example.com
S1621,Juan Stephens,Computer Science,3rd,mark22@example.org
S1622,Angel Jackson,Data Science,2nd,yadams@example.com
S1623,Troy Perkins,Business Analytics,2nd,xthomas@example.net
S1624,Katrina Briggs,Business Analytics,1st,cflores@example.org
S1625,Amy Yoder,Engineering,4th,anthonymargaret@example.com
S1626,Christopher Brown,Business Analytics,2nd,yvargas@example.net
S1627,Amy Lewis,Computer Science,4th,normanchristopher@example.com
S1628,Alec Valencia,Data Science,4th,mwyatt@example.org
S1629,Yolanda Barton,Data Science,1st,uoconnor@example.net
S1630,Mary Aguirre,Business Analytics,2nd,clewis@example.org
S1631,Courtney Baldwin,Computer Science,1st,sbowman@example.org
S1632,Mario Martin,Engineering,4th,youngalexander@example.net
S1633,Sherry Garcia,Computer Science,3rd,rivastammy@example.net
S1634,Courtney Stewart,Business Analytics,1st,kodonnell@example.com
S1635,Steven Morgan,Engineering,2nd,ugeorge@example.com
S1636,Allen Collins MD,Computer Science,1st,ckaufman@example.com
S1637,William Ramos,Business Analytics,3rd,jmedina@example.org
S1638,Melissa Winters,Business Analytics,1st,tespinoza@example.org
S1639,Jeffrey Rivas,Engineering,4th,barnesdavid@example.net
S1640,Justin Mcintosh,Data Science,4th,richardhall@example.net
S1641,Roger Lee,Computer Science,3rd,stanley11@example.com
S1642,Elizabeth Fox,Business Analytics,4th,seanthompson@example.com
S1643,Cameron Rodriguez,Business Analytics,2nd,kpatel@example.net
S1644,Jordan Wilson,Computer Science,3rd,pcrawford@example.net
S1645,Susan Newman,Computer Science,4th,daniel28@example.net
S1646,Michael Carlson,Business Analytics,3rd,hollybaldwin@example.com
S1647,Lauren Stewart,Computer Science,2nd,kleinsamantha@example.org
S1648,Hannah Cunningham,Data Science,4th,amy06@example.com
S1649,Susan Summers,Engineering,2nd,rioskatherine@example.com
S1650,Justin Perez,Engineering,3rd,kevin10@example.net
S1651,Andrew Banks,Data Science,2nd,sheiladavis@example.com
S1652,Jacob Schmidt,Business Analytics,2nd,ccohen@example.org
S1653,Kelly Stevens,Data Science,2nd,ifitzgerald@example.com
S1654,Teresa Arnold,Computer Science,4th,joshuarobles@example.net
S1655,Charles Ho,Data Science,3rd,haydensilva@example.org
S1656,Bobby Garcia,Engineering,2nd,keitharnold@example.com
S1657,Joseph Watkins,Engineering,2nd,shelby06@example.com
S1658,Jill Walker,Business Analytics,4th,patelsandra@example.net
S1659,Stacey Bolton,Computer Science,1st,ugoodwin@example.org
S1660,Edward Valdez,Business Analytics,2nd,carolmartin@example.org
S1661,Joseph Fisher DDS,Business Analytics,3rd,paul64@example.net
S1662,Lisa Perkins,Business Analytics,2nd,andrew13@example.com
S1663,Heather Townsend,Business Analytics,1st,mcarey@example.net
S1664,Chloe Gonzalez,Business Analytics,1st,johnsonjames@example.org
S1665,Tony Wilson,Business Analytics,1st,josescott@example.com
S1666,James Stewart,Computer Science,3rd,jonesjoshua@example.com
S1667,Sandra Shea MD,Engineering,3rd,sheila53@example.org
S1668,Kelly Diaz,Engineering,2nd,brandon39@example.net
S1669,Lawrence Johnson,Business Analytics,4th,douglashoward@example.org
S1670,Jennifer Graham,Business Analytics,1st,ahull@example.org
S1671,William Carson,Business Analytics,4th,tammy43@example.net
S1672,Mr. Anthony Jackson,Computer Science,4th,mark40@example.org
S1673,Jessica Morris,Data Science,1st,beasleyjonathan@example.org
S1674,Paul Rodriguez,Engineering,4th,jared69@example.org
S1675,Rebecca Cain,Data Science,1st,brandon81@example.com
S1676,Megan Obrien,Computer Science,3rd,forozco@example.com
S1677,Jennifer Williams,Engineering,1st,grose@example.com
S1678,Loretta Diaz,Data Science,3rd,john07@example.net
S1679,Pamela Miller,Engineering,2nd,martinlarson@example.net
S1680,Michael Nguyen,Data Science,4th,juarezbrian@example.net
S1681,Zachary Matthews,Data Science,3rd,rmccarthy@example.com
S1682,Laura Robinson,Computer Science,3rd,kprice@example.com
S1683,Robert Shaffer,Business Analytics,4th,johnathansnyder@example.com
S1684,Bonnie Adams,Computer Science,3rd,mrobinson@example.com
S1685,Ashley Foster,Computer Science,2nd,thomas28@example.com
S1686,Steven Williams,Business Analytics,2nd,rdaniel@example.net
S1687,Stephen Johnston,Business Analytics,2nd,matthew55@example.org
S1688,Judy Torres,Business Analytics,2nd,gstein@example.com
S1689,Nathaniel Woods,Data Science,4th,moorepeter@example.com
S1690,Valerie Rocha,Computer Science,2nd,brownjohn@example.com
S1691,April Carlson,Business Analytics,3rd,amoore@example.net
S1692,Mr. Jay Simmons,Data Science,4th,suzannethomas@example.org
S1693,Teresa Anderson,Computer Science,4th,bflores@example.com
S1694,Jordan Brady,Engineering,2nd,anthony53@example.org
S1695,Gary Garcia,Computer Science,2nd,mirandahahn@example.com
S1696,Monica Campbell,Data Science,2nd,joeerickson@example.org
S1697,Elizabeth Harvey,Data Science,1st,debrawilliams@example.com
S1698,Paula Landry,Business Analytics,3rd,wwheeler@example.net
S1699,Taylor Patel,Engineering,3rd,simmonsmonique@example.com
S1700,Lindsey Todd,Computer Science,4th,paulbowen@example.com
S1701,Timothy Christian,Business Analytics,3rd,gmartinez@example.org
S1702,Andrew Dunn,Data Science,4th,nathanthompson@example.com
S1703,Brittany Wilson,Computer Science,3rd,angela98@example.net
S1704,Kristy Bowman,Computer Science,2nd,hannahmiller@example.org
S1705,Mrs. Kathleen Mendoza,Data Science,4th,johnjacobs@example.org
S1706,Tamara Green,Computer Science,1st,pnorton@example.org
S1707,Chelsea Harrison,Engineering,2nd,munoztanya@example.com
S1708,Olivia Edwards,Engineering,1st,andersonkaren@example.org
S1709,Allison Jackson,Engineering,4th,penny87@example.net
